xx,knn, 3 , 0.72
xx,knn, 5 , 0.74
xx,knn, 7 , 0.74
xx,knn, 9 , 0.7666666666666667
xx,knn, 11 , 0.76
xx,knn, 13 , 0.7466666666666667
xx,knn, 15 , 0.76
xx,dknn, 3 , 0.6733333333333333
xx,dknn, 5 , 0.6333333333333333
xx,dknn, 7 , 0.6
xx,dknn, 9 , 0.5933333333333334
xx,dknn, 11 , 0.5866666666666667
xx,dknn, 13 , 0.5733333333333334
xx,dknn, 15 , 0.56
pca,knn, 3 , 0.7733333333333333
pca,knn, 5 , 0.7466666666666667
pca,knn, 7 , 0.76
pca,knn, 9 , 0.7666666666666667
pca,knn, 11 , 0.76
pca,knn, 13 , 0.76
pca,knn, 15 , 0.7733333333333333
pca,dknn, 3 , 0.6866666666666666
pca,dknn, 5 , 0.64
pca,dknn, 7 , 0.6133333333333333
pca,dknn, 9 , 0.5866666666666667
pca,dknn, 11 , 0.5866666666666667
pca,dknn, 13 , 0.58
pca,dknn, 15 , 0.58
ga,knn, 3 , 0.7533333333333333
ga,dknn, 3 , 0.62
ga,knn, 5 , 0.76
ga,dknn, 5 , 0.5933333333333334
ga,knn, 7 , 0.74
ga,dknn, 7 , 0.56
ga,knn, 9 , 0.7666666666666667
ga,dknn, 9 , 0.5533333333333333
ga,knn, 11 , 0.76
ga,dknn, 11 , 0.5533333333333333
ga,knn, 13 , 0.74
ga,dknn, 13 , 0.5466666666666666
ga,knn, 15 , 0.7733333333333333
ga,dknn, 15 , 0.54
gbest-pso,knn, 3 , 0.7533333333333333
gbest-pso,dknn, 3 , 0.62
gbest-pso,knn, 5 , 0.7866666666666666
gbest-pso,dknn, 5 , 0.62
gbest-pso,knn, 7 , 0.78
gbest-pso,dknn, 7 , 0.5933333333333334
gbest-pso,knn, 9 , 0.7733333333333333
gbest-pso,dknn, 9 , 0.5466666666666666
gbest-pso,knn, 11 , 0.7733333333333333
gbest-pso,dknn, 11 , 0.5666666666666667
gbest-pso,knn, 13 , 0.76
gbest-pso,dknn, 13 , 0.56
gbest-pso,knn, 15 , 0.78
gbest-pso,dknn, 15 , 0.54
lbest-pso,knn, 3 , 0.72
lbest-pso,dknn, 3 , 0.62
lbest-pso,knn, 5 , 0.7666666666666667
lbest-pso,dknn, 5 , 0.6133333333333333
lbest-pso,knn, 7 , 0.7933333333333333
lbest-pso,dknn, 7 , 0.6133333333333333
lbest-pso,knn, 9 , 0.7733333333333333
lbest-pso,dknn, 9 , 0.5866666666666667
lbest-pso,knn, 11 , 0.7733333333333333
lbest-pso,dknn, 11 , 0.56
lbest-pso,knn, 13 , 0.76
lbest-pso,dknn, 13 , 0.5533333333333333
lbest-pso,knn, 15 , 0.7733333333333333
lbest-pso,dknn, 15 , 0.5266666666666666
xx,knn, 3 , 0.7266666666666667
xx,knn, 5 , 0.7533333333333333
xx,knn, 7 , 0.7933333333333333
xx,knn, 9 , 0.78
xx,knn, 11 , 0.7933333333333333
xx,knn, 13 , 0.7733333333333333
xx,knn, 15 , 0.7733333333333333
xx,dknn, 3 , 0.6333333333333333
xx,dknn, 5 , 0.5466666666666666
