xx,knn, 3 , 16.894064697609
xx,knn, 5 , 14.385569620253168
xx,knn, 7 , 14.811162490312585
xx,knn, 9 , 14.683644319424916
xx,knn, 11 , 14.997907730934203
xx,knn, 13 , 15.770047187476594
xx,knn, 15 , 16.238371308016877
xx,dknn, 3 , 16.762507867883254
xx,dknn, 5 , 14.726538584505992
xx,dknn, 7 , 14.937313261684169
xx,dknn, 9 , 14.734347719492899
xx,dknn, 11 , 14.879441720007993
xx,dknn, 13 , 15.377939305516307
xx,dknn, 15 , 15.704871706433568
pca,knn, 3 , 16.923600562587907
pca,knn, 5 , 15.362313924050634
pca,knn, 7 , 14.811162490312585
pca,knn, 9 , 14.661029848413818
pca,knn, 11 , 14.997907730934203
pca,knn, 13 , 15.772687439143136
pca,knn, 15 , 16.238371308016877
pca,dknn, 3 , 16.894446516827664
pca,dknn, 5 , 15.647418239101318
pca,dknn, 7 , 15.11812856257197
pca,dknn, 9 , 14.943236507846793
pca,dknn, 11 , 15.086632251134237
pca,dknn, 13 , 15.592019341507713
pca,dknn, 15 , 15.894679907206331
ga,knn, 5 , 13.857103797468353
ga,dknn, 5 , 14.185265744553957
ga,knn, 9 , 12.565263322394127
ga,dknn, 9 , 12.82718572360886
ga,knn, 7 , 14.062619478171014
ga,dknn, 7 , 14.210329600776273
ga,knn, 15 , 14.196316736990152
ga,dknn, 15 , 14.066260739665356
ga,knn, 11 , 13.81850402761795
ga,dknn, 11 , 13.899132852181232
ga,knn, 3 , 13.352025316455698
ga,dknn, 3 , 13.95058330259465
ga,knn, 13 , 13.50754100816418
ga,dknn, 13 , 13.638314760193614
gbest-pso,knn, 5 , 8.511721518987347
gbest-pso,dknn, 5 , 8.543048474003061
gbest-pso,knn, 7 , 9.787055024541463
gbest-pso,dknn, 7 , 9.642004673071751
gbest-pso,knn, 13 , 8.956883379522132
gbest-pso,dknn, 13 , 8.750228025999963
gbest-pso,knn, 9 , 8.552564463197378
gbest-pso,dknn, 9 , 8.360871335106202
gbest-pso,knn, 15 , 8.842725738396622
gbest-pso,dknn, 15 , 8.54511289975248
gbest-pso,knn, 3 , 10.440984528832628
gbest-pso,dknn, 3 , 10.300504834992521
gbest-pso,knn, 11 , 8.32119363950204
gbest-pso,dknn, 11 , 8.14707839412314
lbest-pso,knn, 7 , 9.250082665977784
